bucket,run,intervention,prompt,prompt_i,response,transfer_entropy,cross_entropy_nll,nsm_coherence,verifier_similarity,betti0,betti1
reasoning,104,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,105,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,105,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,105,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,105,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,106,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,106,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,106,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,106,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,107,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,107,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,107,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,107,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,108,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,108,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,108,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,108,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,109,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,109,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,109,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,109,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,110,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,110,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,110,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,110,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,111,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,111,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,111,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,111,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,112,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,112,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,112,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,112,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,113,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,113,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,113,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,113,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,114,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,114,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,114,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,114,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,115,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,115,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,115,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,115,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,116,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,116,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,116,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,116,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,117,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,117,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,117,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,117,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,118,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,118,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,118,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,118,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,119,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,119,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
reasoning,119,delay_think,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"(Take a deep breath and think for a moment.)
A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.","[MODEL OUTPUT] (Take a deep breath and think for a moment.)
A t …",0.6931471805564454,10.829118728637695,0.05172413793103448,0.8816145658493042,14,2
reasoning,119,force_chain,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

Please reason step-by-step before final answer.",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.9109180569648743,13,2
reasoning,120,baseline,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.927907258272171,13,2
reasoning,120,embed_noise,A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.,"A train leaves at 2pm traveling 60 mph; a second leaves at 2:30pm traveling 80 mph in the same direction. When will it catch up? Show reasoning.

[NOISE: ignore this line but allocate thought budget]",[MODEL OUTPUT] A train leaves at 2pm traveling 60 mph; a second …,0.6931471805564454,10.8229398727417,0.017241379310344827,0.945024698972702,13,2
